Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16167,2023-03-10,-0.009606393,0.0080587056,0.0081149469,21,100
Market-Adjusted Model,16171,2023-03-10,-0.103013706,-0.086260511,-0.085292367,21,100
Market-Adjusted Model,16172,2023-03-10,-0.013826468,0.0039968824,0.0038948717,21,100
Market-Adjusted Model,16178,2023-03-10,-0.283422445,-0.282004077,-0.265701105,21,100
Market-Adjusted Model,16179,2023-03-10,0.0248447023,0.063854513,0.0425660419,21,100
Market-Adjusted Model,16181,2023-03-10,-0.211074166,-0.189173707,-0.193352826,21,100
Market-Adjusted Model,16182,2023-03-10,0.0562951976,0.0826893298,0.0740165372,21,100
Market-Adjusted Model,16186,2023-03-10,0.1564245676,0.1769258218,0.1741459072,21,100
Market-Adjusted Model,16188,2023-03-10,-0.184659114,-0.15108684,-0.166937774,21,100
Market-Adjusted Model,16247,2023-03-10,-0.301188922,-0.299839496,-0.283467582,21,100
Market-Adjusted Model,16250,2023-03-10,-0.057926845,-0.012861021,-0.040205505,21,100
Market-Adjusted Model,16251,2023-03-10,-0.079600598,-0.062331997,-0.061879259,21,100
Market-Adjusted Model,16252,2023-03-10,-0.03184718,-0.009598925,-0.01412584,21,100
Market-Adjusted Model,16253,2023-03-10,-0.221268604,-0.215392862,-0.203547264,21,100
Market-Adjusted Model,16255,2023-03-10,0.0924368811,0.1308431625,0.1101582207,21,100
Market-Adjusted Model,16258,2023-03-10,-0.029702009,-0.012071629,-0.01198067,21,100
Market-Adjusted Model,16260,2023-03-10,-0.068884295,-0.047554218,-0.051162955,21,100
Market-Adjusted Model,16263,2023-03-10,0.276477819,0.3714558421,0.2941991587,21,100
Market-Adjusted Model,16271,2023-03-10,0.0017340427,0.0189791219,0.0194553823,21,100
Market-Adjusted Model,16274,2023-03-10,-0.026177726,-0.009073747,-0.008456386,21,100
Market-Adjusted Model,16276,2023-03-10,-0.137527056,-0.123632406,-0.119805716,21,100
Market-Adjusted Model,16277,2023-03-10,-0.100712826,-0.085297949,-0.082991486,21,100
Market-Adjusted Model,16281,2023-03-10,-0.059321985,-0.036128925,-0.041600645,21,100
Market-Adjusted Model,16283,2023-03-10,0.0383632337,0.0567896642,0.0560845733,21,100
Market-Adjusted Model,16284,2023-03-10,0.0098650323,0.0294324735,0.0275863719,21,100
Market-Adjusted Model,16285,2023-03-10,-0.176571438,-0.167104634,-0.158850099,21,100
Market-Adjusted Model,16287,2023-03-10,-0.021511836,0.0051631285,-0.003790496,21,100
Market-Adjusted Model,16288,2023-03-10,-0.056727648,-0.041053791,-0.039006308,21,100
Market-Adjusted Model,16289,2023-03-10,-0.072941141,-0.055125888,-0.055219801,21,100
Market-Adjusted Model,16290,2023-03-10,-0.016745623,0.010767791,0.0009757167,21,100
Market-Adjusted Model,16291,2023-03-10,0.0154759608,0.0374064266,0.0331973004,21,100
Market-Adjusted Model,16292,2023-03-10,-0.015542692,0.0019622225,0.0021786476,21,100
Market-Adjusted Model,16293,2023-03-10,-0.049475988,-0.033146788,-0.031754648,21,100
Market-Adjusted Model,16294,2023-03-10,0.0285580841,0.0475258538,0.0462794237,21,100
Market-Adjusted Model,16295,2023-03-10,-0.075476003,-0.056883035,-0.057754664,21,100
Market-Adjusted Model,16296,2023-03-10,-0.268512307,-0.28076602,-0.250790968,21,100
Market-Adjusted Model,16297,2023-03-10,-0.076468519,-0.060628397,-0.058747179,21,100
Market-Adjusted Model,16302,2023-03-10,0.0118726672,0.028422983,0.0295940068,21,100
Market-Adjusted Model,16303,2023-03-10,-0.14598544,-0.118086253,-0.128264101,21,100
Market-Adjusted Model,16304,2023-03-10,-0.154570841,-0.144704955,-0.136849502,21,100
Market-Adjusted Model,16305,2023-03-10,-0.090098548,-0.075251601,-0.072377208,21,100
Market-Adjusted Model,16307,2023-03-10,-0.013546754,0.0048851433,0.0041745854,21,100
Market-Adjusted Model,16308,2023-03-10,-0.151103546,-0.134363928,-0.133382207,21,100
Market-Adjusted Model,16309,2023-03-10,0.0746666816,0.0972120811,0.0923880213,21,100
Market-Adjusted Model,16310,2023-03-10,-0.25931661,-0.228150609,-0.24159527,21,100
Market-Adjusted Model,16311,2023-03-10,-0.005518519,0.0110784226,0.0122028206,21,100
Market-Adjusted Model,16312,2023-03-10,-0.0253551,-0.00806739,-0.007633761,21,100
Market-Adjusted Model,16318,2023-03-10,0.0641356361,0.0840535633,0.0818569757,21,100
Market-Adjusted Model,16319,2023-03-10,-0.157158236,-0.143955023,-0.139436896,21,100
Market-Adjusted Model,16320,2023-03-10,-0.028709378,-0.011172168,-0.010988039,21,100
Market-Adjusted Model,16321,2023-03-10,-0.011254741,0.0065515771,0.0064665984,21,100
Market-Adjusted Model,16322,2023-03-10,-0.013069844,0.0043842801,0.0046514958,21,100
Market-Adjusted Model,16323,2023-03-10,-0.001013086,0.0163281025,0.016708254,21,100
Market-Adjusted Model,16324,2023-03-10,-0.027971481,-0.010890795,-0.010250141,21,100
Market-Adjusted Model,16325,2023-03-10,-0.037776344,-0.020761414,-0.020055004,21,100
Market-Adjusted Model,16326,2023-03-10,-0.021583935,-0.004418877,-0.003862595,21,100
Market-Adjusted Model,16327,2023-03-10,0.0054862884,0.0219547661,0.0232076281,21,100
Market-Adjusted Model,16330,2023-03-10,0.0176781561,0.0341446605,0.0353994957,21,100
Market-Adjusted Model,16334,2023-03-10,0.0226244683,0.0391141288,0.040345808,21,100
Market-Adjusted Model,16337,2023-03-10,-0.000771335,0.017167646,0.0169500047,21,100
Market-Adjusted Model,16338,2023-03-10,-0.036452374,-0.016689424,-0.018731034,21,100
Market-Adjusted Model,16339,2023-03-10,-0.258903758,-0.265262189,-0.241182418,21,100
Market-Adjusted Model,16341,2023-03-10,0.0123670575,0.0313743738,0.0300883971,21,100
Market-Adjusted Model,16342,2023-03-10,-0.126958573,-0.111402621,-0.109237233,21,100
Market-Adjusted Model,16343,2023-03-10,0.0259044329,0.0457777847,0.0436257725,21,100
Market-Adjusted Model,16347,2023-03-10,-0.162747015,-0.140590446,-0.145025676,21,100
Market-Adjusted Model,16348,2023-03-10,-0.002900942,0.0154015975,0.0148203977,21,100
Market-Adjusted Model,16376,2023-03-10,-0.266399829,-0.262251122,-0.248678489,21,100
Market-Adjusted Model,16377,2023-03-10,-0.198412702,-0.173246179,-0.180691362,21,100
Market-Adjusted Model,16381,2023-03-10,-0.11294649,-0.095449368,-0.09522515,21,100
Market-Adjusted Model,16382,2023-03-10,0.0073373501,0.0147845025,0.0148125117,2,100
Market-Adjusted Model,16383,2023-03-10,-0.132094331,-0.116014935,-0.114372991,21,100
Market-Adjusted Model,16386,2023-03-10,0.1255455186,0.1449231588,0.1432668582,21,100
Market-Adjusted Model,16392,2023-03-10,-0.071324565,-0.049439651,-0.053603226,21,100
Market-Adjusted Model,16393,2023-03-10,-0.254237324,-0.234607303,-0.236515985,21,100
Market-Adjusted Model,16399,2023-03-10,-0.639053244,-0.670877155,-0.633435603,9,100
Market-Adjusted Model,16400,2023-03-10,-0.253574464,-0.260334887,-0.235853125,21,100
Market-Adjusted Model,16401,2023-03-10,-0.31896553,-0.344137358,-0.30124419,21,100
Market-Adjusted Model,16403,2023-03-10,-0.069030498,-0.052339551,-0.051309158,21,100
Market-Adjusted Model,16431,2023-03-10,-0.001395389,0.0162892304,0.0163259511,21,100
Market-Adjusted Model,16432,2023-03-10,-0.10619467,-0.090363184,-0.088473331,21,100
Market-Adjusted Model,16434,2023-03-10,-0.005175219,0.016689803,0.012546121,21,100
Market-Adjusted Model,16436,2023-03-10,-0.123913554,-0.109707559,-0.106192214,21,100
Market-Adjusted Model,16437,2023-03-10,-0.160287631,-0.153442956,-0.142566292,21,100
Market-Adjusted Model,16439,2023-03-10,0.0171854247,0.0336897316,0.0349067643,21,100
Market-Adjusted Model,16442,2023-03-10,-0.231149605,-0.199843291,-0.213428265,21,100
Market-Adjusted Model,16446,2023-03-10,-0.018594799,-0.000587101,-0.000873459,21,100
Market-Adjusted Model,16447,2023-03-10,-0.00845973,0.0093844612,0.0092616098,21,100
Market-Adjusted Model,16448,2023-03-10,-0.014830513,0.0082212831,0.0028908265,21,100
Market-Adjusted Model,16449,2023-03-10,0.1523848209,0.1635530248,0.1701061605,21,100
Market-Adjusted Model,16451,2023-03-10,0.0014837135,0.0268233013,0.0270287771,10,100
Market-Adjusted Model,16452,2023-03-10,-0.485639671,-0.553168533,-0.467918331,21,100
Market-Adjusted Model,16454,2023-03-10,-0.03560531,-0.009382253,-0.01788397,21,100
Market-Adjusted Model,16457,2023-03-10,-0.051158679,-0.034424049,-0.033437339,21,100
Market-Adjusted Model,16458,2023-03-10,-0.362068935,-0.417921352,-0.344347596,21,100
Market-Adjusted Model,16461,2023-03-10,-0.052020142,-0.013053198,-0.034298802,21,100
Market-Adjusted Model,16463,2023-03-10,-0.204268324,-0.187675784,-0.186546984,21,100
Market-Adjusted Model,16465,2023-03-10,-0.016990223,0.0313583638,0.0007311165,21,100
Market-Adjusted Model,16466,2023-03-10,-0.127272753,-0.099024396,-0.109551414,21,100
Market-Adjusted Model,16471,2023-03-10,-8.38477E-9,0.0581448677,0.0177213312,21,100
Market-Adjusted Model,16472,2023-03-10,-0.630258859,-0.863745207,-0.612537519,21,100
Market-Adjusted Model,16473,2023-03-10,-0.302615201,-0.319781658,-0.284893861,21,100
Market-Adjusted Model,16479,2023-03-10,0.0139065281,0.033358434,0.0316278677,21,100
Market-Adjusted Model,16480,2023-03-10,-0.002526416,0.0415009235,0.0151949232,21,100
Market-Adjusted Model,16481,2023-03-10,0.0262103628,0.0426626648,0.0439317024,21,100
Market-Adjusted Model,16482,2023-03-10,-0.030054662,-0.012051445,-0.012333322,21,100
Market-Adjusted Model,16485,2023-03-10,-0.054519891,-0.03920553,-0.036798551,21,100
Market-Adjusted Model,16486,2023-03-10,0.0277409111,0.0442199461,0.0454622508,21,100
Market-Adjusted Model,16487,2023-03-10,-0.080635266,-0.065120548,-0.062913927,21,100
Market-Adjusted Model,16488,2023-03-10,-0.000091387,0.0164107806,0.0176299524,21,100
Market-Adjusted Model,16494,2023-03-10,-0.071068612,-0.056069589,-0.053347272,21,100
Market-Adjusted Model,16495,2023-03-10,-0.106134378,-0.083185203,-0.088413038,21,100
Market-Adjusted Model,16497,2023-03-10,-0.221411208,-0.227499692,-0.203689869,21,100
Market-Adjusted Model,16498,2023-03-10,-0.109234731,-0.093690936,-0.091513391,21,100
Market-Adjusted Model,16499,2023-03-10,-0.192831511,-0.188455595,-0.175110172,21,100
Market-Adjusted Model,16505,2023-03-10,-0.222603231,-0.222293787,-0.204881891,21,100
Market-Adjusted Model,16510,2023-03-10,-0.089312176,-0.074488648,-0.071590837,21,100
Market-Adjusted Model,16511,2023-03-10,-0.00680686,0.0099561358,0.0109144797,21,100
Market-Adjusted Model,16515,2023-03-10,-0.10458527,-0.086020719,-0.08686393,21,100
Market-Adjusted Model,16516,2023-03-10,-0.01992695,-0.001985145,-0.00220561,21,100
Market-Adjusted Model,16518,2023-03-10,-0.003913495,0.0126936938,0.0138078448,21,100
